months_as_customer,age,policy_state,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,capital-gains,capital-loss,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_city,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_year,fraud_reported,days_since_policy,unknown_property_damage,unknown_collision_type,unknown_police_report_but_severe_damage,high_claim_without_witnesses,multi_vehicles_no_injury,no_police_report_but_severe_damage,zip_prefix,auto_make_model
59,40,IL,250/500,2000,782.23,0,MALE,College,protective-serv,golf,other-relative,64200,-32300,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,OH,Springfield,0,3,,0,2,NO,51570,5730,11460,34380,2010,0,1227,1,0,0,0,1,1,449,BMW_X5
39,31,IL,250/500,2000,1366.9,0,FEMALE,High School,handlers-cleaners,polo,husband,0,-15700,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,NC,Northbend,14,3,,1,0,NO,52700,10540,10540,31620,2014,1,4383,1,0,0,0,0,1,459,BMW_X6
147,34,IL,500/1000,1000,1275.81,0,MALE,High School,sales,dancing,wife,0,-48300,Single Vehicle Collision,Side Collision,Minor Damage,Fire,NY,Columbus,13,1,YES,2,2,,101010,15540,15540,69930,1998,0,1450,0,0,0,0,0,0,472,Mercedes_ML350
156,37,IN,250/500,500,1090.65,0,MALE,High School,exec-managerial,golf,unmarried,0,-51800,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,NC,Columbus,16,4,,1,2,YES,53400,5340,5340,42720,2010,1,8011,1,0,0,0,0,0,608,Honda_Civic
123,31,IN,250/500,500,1326.0,0,FEMALE,Associate,prof-specialty,basketball,wife,0,-54600,Single Vehicle Collision,Side Collision,Total Loss,Fire,SC,Northbrook,13,1,,1,2,NO,72120,12020,12020,48080,2009,0,3483,1,0,0,0,0,1,438,Mercedes_ML350
231,43,IL,250/500,2000,972.47,0,MALE,College,protective-serv,reading,wife,0,-58100,Multi-vehicle Collision,Front Collision,Minor Damage,Police,PA,Hillsdale,15,3,YES,2,2,YES,77100,7710,15420,53970,2010,0,3151,0,0,0,0,0,0,441,Audi_A3
247,39,IL,100/300,500,806.31,0,FEMALE,College,handlers-cleaners,dancing,wife,0,0,Parked Car,,Trivial Damage,Police,SC,Northbend,3,1,,2,3,,3300,600,0,2700,2003,0,7750,1,1,0,0,0,0,602,Dodge_RAM
194,35,IL,500/1000,500,1416.24,0,FEMALE,MD,adm-clerical,golf,not-in-family,0,0,Parked Car,,Minor Damage,UNKNOWN,WV,Northbend,7,1,YES,1,0,,5940,1080,540,4320,2003,0,1079,0,1,0,0,0,0,441,Nissan_Pathfinder
119,27,IN,250/500,2000,1097.64,0,MALE,High School,transport-moving,video-games,other-relative,27100,0,Multi-vehicle Collision,Rear Collision,Major Damage,Other,PA,Northbend,16,2,NO,1,0,,63720,7080,21240,35400,2006,0,6394,0,0,1,0,0,0,614,Accura_TL
259,43,IL,100/300,500,947.75,0,FEMALE,Masters,farming-fishing,base-jumping,not-in-family,0,-39300,Vehicle Theft,,Trivial Damage,Police,SC,Riverwood,15,1,NO,1,3,NO,7680,1280,640,5760,2008,0,2039,0,1,0,0,0,0,458,Audi_A5
107,31,IL,100/300,2000,1018.73,5000000,MALE,Associate,handlers-cleaners,yachting,own-child,20000,-82700,Multi-vehicle Collision,Side Collision,Total Loss,Police,NY,Riverwood,21,3,YES,1,2,,93730,14420,21630,57680,2001,0,7368,0,0,1,0,0,0,469,Honda_CRV
48,44,IL,100/300,2000,1400.74,0,MALE,College,sales,base-jumping,other-relative,34000,-55600,Multi-vehicle Collision,Rear Collision,Major Damage,Police,NC,Arlington,23,3,YES,0,2,,87300,17460,17460,52380,2013,0,6561,0,0,1,0,1,0,611,Jeep_Wrangler
267,40,IL,250/500,500,1155.53,5000000,MALE,JD,transport-moving,camping,wife,0,-35200,Parked Car,,Trivial Damage,Police,NY,Columbus,5,1,,0,2,NO,5670,1260,630,3780,1997,0,1933,1,1,0,0,0,0,465,Ford_F150
286,47,IN,250/500,500,1386.93,0,MALE,High School,priv-house-serv,bungie-jumping,husband,54100,-77600,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,NY,Springfield,15,3,YES,0,0,NO,65800,13160,6580,46060,2001,0,4441,0,0,0,0,1,0,457,Accura_TL
175,34,OH,100/300,500,915.29,0,FEMALE,JD,handlers-cleaners,base-jumping,wife,82400,-57100,Single Vehicle Collision,Front Collision,Major Damage,Other,NY,Arlington,14,1,,2,1,YES,36720,4080,4080,28560,2009,1,7210,1,0,0,0,0,0,607,Honda_Accord
111,29,IL,250/500,500,1239.55,2000000,FEMALE,PhD,farming-fishing,kayaking,own-child,0,0,Single Vehicle Collision,Side Collision,Major Damage,Fire,SC,Riverwood,1,1,,1,1,YES,52800,4800,9600,38400,1996,1,1448,1,0,0,0,0,0,464,Mercedes_ML350
151,37,IN,250/500,500,1366.42,0,FEMALE,Associate,protective-serv,cross-fit,unmarried,44000,0,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,SC,Arlington,14,3,NO,1,2,YES,59100,5910,5910,47280,1998,1,850,0,0,0,0,0,0,476,Nissan_Maxima
156,37,OH,500/1000,1000,1086.48,6000000,MALE,Associate,machine-op-inspct,hiking,unmarried,0,-53800,Multi-vehicle Collision,Rear Collision,Total Loss,Other,NY,Northbrook,17,3,,1,1,YES,77440,14080,7040,56320,1999,0,8496,1,0,0,0,0,0,444,Suburu_Legacy
165,36,IL,250/500,2000,1247.87,0,MALE,Masters,armed-forces,golf,husband,0,-39700,Multi-vehicle Collision,Side Collision,Total Loss,Fire,NY,Northbend,20,3,NO,2,2,NO,45700,4570,4570,36560,2008,0,1566,0,0,0,0,0,1,464,BMW_3 Series
253,41,OH,100/300,2000,1312.75,0,FEMALE,PhD,sales,dancing,other-relative,81300,0,Multi-vehicle Collision,Rear Collision,Major Damage,Other,SC,Springfield,10,3,NO,2,2,YES,80740,7340,14680,58720,2014,1,631,0,0,0,0,0,0,471,Toyota_Camry
10,26,IN,100/300,2000,765.64,0,MALE,MD,sales,base-jumping,not-in-family,0,-22200,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,SC,Northbrook,3,3,,0,3,,31350,2850,5700,22800,2001,1,2441,1,0,1,0,1,0,466,Honda_Accord
158,33,OH,100/300,2000,1327.41,0,FEMALE,Associate,handlers-cleaners,skydiving,other-relative,0,-38600,Single Vehicle Collision,Side Collision,Total Loss,Other,SC,Hillsdale,0,1,,0,0,,35000,3500,7000,24500,2012,0,396,1,0,1,0,0,0,440,Suburu_Legacy
436,59,OH,500/1000,1000,1338.55,0,MALE,PhD,protective-serv,board-games,own-child,39000,0,Multi-vehicle Collision,Side Collision,Total Loss,Police,WV,Hillsdale,10,3,,2,2,NO,68000,13600,6800,47600,2014,0,1605,1,0,0,0,0,1,430,Toyota_Corolla
91,30,IL,250/500,2000,1316.63,8000000,FEMALE,Masters,machine-op-inspct,golf,unmarried,43900,0,Multi-vehicle Collision,Side Collision,Minor Damage,Other,SC,Northbend,13,3,YES,2,0,,84500,13000,13000,58500,2009,0,1665,0,0,0,1,0,0,613,BMW_X6
256,42,IL,500/1000,1000,1286.44,0,FEMALE,MD,transport-moving,bungie-jumping,wife,0,-39500,Single Vehicle Collision,Rear Collision,Minor Damage,Police,WV,Northbend,14,1,NO,2,1,,75500,7550,15100,52850,1998,0,8322,0,0,0,0,0,0,460,Nissan_Ultima
274,46,OH,500/1000,1000,1372.18,0,MALE,High School,exec-managerial,bungie-jumping,not-in-family,0,0,Multi-vehicle Collision,Side Collision,Total Loss,Other,WV,Riverwood,22,3,NO,1,3,,90600,15100,15100,60400,2009,0,6553,0,0,1,0,0,0,439,BMW_X5
275,45,IN,500/1000,2000,1447.77,0,FEMALE,Associate,adm-clerical,camping,wife,39400,-63900,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,VA,Northbend,8,3,YES,1,1,,64320,5360,10720,48240,1998,0,8444,0,0,1,0,0,0,605,Accura_MDX
1,33,IL,250/500,500,903.32,0,FEMALE,High School,transport-moving,yachting,not-in-family,0,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,NY,Northbend,1,3,,1,0,,31700,6340,3170,22190,2006,0,7062,1,0,0,0,0,0,451,Toyota_Highlander
85,30,IN,500/1000,1000,1454.42,0,MALE,Associate,protective-serv,reading,other-relative,51600,-73900,Single Vehicle Collision,Side Collision,Major Damage,Other,NY,Springfield,19,1,YES,0,1,YES,74280,12380,12380,49520,2006,1,7764,0,0,0,0,0,0,459,Suburu_Forrestor
233,37,IL,100/300,2000,1603.42,0,FEMALE,High School,sales,video-games,wife,61600,-30200,Single Vehicle Collision,Front Collision,Total Loss,Fire,NY,Columbus,17,1,YES,0,2,YES,80520,13420,6710,60390,2005,0,8496,0,0,0,0,0,0,616,Toyota_Corolla
142,30,IN,250/500,2000,1616.58,0,MALE,JD,adm-clerical,polo,husband,58500,-46800,Multi-vehicle Collision,Rear Collision,Major Damage,Other,SC,Hillsdale,13,3,YES,0,3,YES,63600,6360,12720,44520,2010,0,4593,0,0,0,0,1,0,447,Dodge_RAM
266,44,IL,250/500,500,1611.83,0,MALE,High School,handlers-cleaners,movies,husband,0,0,Single Vehicle Collision,Front Collision,Total Loss,Police,WV,Riverwood,4,1,,1,2,YES,32800,3280,3280,26240,2012,0,5505,1,0,0,0,0,0,460,BMW_3 Series
350,50,OH,500/1000,500,889.13,0,FEMALE,Masters,priv-house-serv,board-games,other-relative,0,0,Multi-vehicle Collision,Rear Collision,Total Loss,Police,PA,Northbend,14,3,NO,0,2,NO,44190,9820,4910,29460,2015,0,3527,0,0,0,0,1,1,459,Audi_A3
97,26,IL,250/500,1000,1252.08,0,MALE,College,exec-managerial,sleeping,not-in-family,0,0,Multi-vehicle Collision,Rear Collision,Major Damage,Other,VA,Springfield,4,2,YES,2,2,NO,50400,10080,5040,35280,2000,1,8497,0,0,0,0,0,1,465,Honda_CRV
399,55,IL,500/1000,2000,995.56,0,MALE,JD,tech-support,sleeping,not-in-family,0,-65400,Multi-vehicle Collision,Side Collision,Total Loss,Police,NY,Northbend,23,3,YES,1,1,YES,88400,17680,8840,61880,2010,0,7969,0,0,0,0,0,0,464,Nissan_Pathfinder
305,49,IL,100/300,2000,1347.92,0,FEMALE,High School,farming-fishing,bungie-jumping,own-child,0,-42100,Multi-vehicle Collision,Front Collision,Total Loss,Fire,NY,Hillsdale,21,3,YES,0,2,,66550,12100,6050,48400,2003,0,2004,0,0,1,0,1,0,430,Volkswagen_Jetta
276,47,IN,100/300,1000,1724.09,0,MALE,PhD,craft-repair,yachting,own-child,0,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,NY,Arlington,23,3,YES,0,0,,65780,5980,11960,47840,2014,0,7878,0,0,0,0,1,0,615,Chevrolet_Tahoe
257,40,IN,250/500,500,1379.93,0,MALE,MD,armed-forces,base-jumping,husband,0,0,Multi-vehicle Collision,Side Collision,Major Damage,Other,NY,Columbus,6,3,,0,2,YES,51810,9420,4710,37680,2002,1,929,1,0,0,0,1,0,608,Audi_A3
78,31,IN,250/500,1000,1554.64,4000000,MALE,PhD,protective-serv,board-games,own-child,0,-27900,Single Vehicle Collision,Front Collision,Major Damage,Other,WV,Springfield,21,1,NO,1,0,NO,55660,5060,10120,40480,2009,1,5853,0,0,0,0,0,1,457,Honda_CRV
129,28,OH,500/1000,1000,1377.94,0,MALE,Masters,machine-op-inspct,base-jumping,not-in-family,0,0,Single Vehicle Collision,Side Collision,Major Damage,Fire,NY,Springfield,23,1,,2,3,,44640,9920,4960,29760,2005,0,9129,1,0,1,0,0,0,442,Toyota_Camry
283,46,IL,500/1000,2000,1313.33,0,FEMALE,PhD,transport-moving,reading,husband,53500,-73600,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,NY,Riverwood,3,3,,1,3,NO,77660,7060,14120,56480,2004,1,5245,1,0,0,0,0,1,455,Nissan_Maxima
85,25,IN,250/500,500,1259.02,0,FEMALE,JD,tech-support,base-jumping,unmarried,67000,-53600,Parked Car,,Trivial Damage,UNKNOWN,SC,Northbend,8,1,NO,2,2,,5640,940,940,3760,2005,0,2357,0,1,0,0,0,0,439,Nissan_Ultima
101,26,IL,500/1000,1000,1371.88,0,FEMALE,MD,prof-specialty,reading,husband,0,0,Parked Car,,Trivial Damage,UNKNOWN,VA,Arlington,4,1,,2,2,,3190,580,580,2030,1995,0,8587,1,1,0,0,0,0,462,Suburu_Legacy
96,30,OH,100/300,500,1399.27,6000000,MALE,College,prof-specialty,hiking,wife,38900,-48700,Single Vehicle Collision,Side Collision,Total Loss,Fire,NC,Arlington,22,1,,0,0,YES,53440,0,6680,46760,2004,0,4900,1,0,0,0,0,0,448,Ford_Escape
121,31,IL,500/1000,1000,1061.98,6000000,FEMALE,JD,armed-forces,camping,unmarried,0,0,Single Vehicle Collision,Rear Collision,Minor Damage,Police,WV,Hillsdale,16,1,NO,0,1,YES,65250,7250,7250,50750,2002,0,2884,0,0,0,0,0,0,440,BMW_3 Series
176,39,OH,250/500,500,1365.46,4000000,MALE,College,armed-forces,sleeping,unmarried,0,-56600,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,SC,Columbus,14,3,NO,2,1,NO,44280,4920,4920,34440,2008,0,1538,0,0,0,0,0,0,466,Chevrolet_Silverado
159,37,IL,500/1000,1000,894.4,0,MALE,Associate,tech-support,camping,wife,0,-53700,Single Vehicle Collision,Rear Collision,Total Loss,Police,NY,Springfield,13,1,YES,2,0,NO,70290,7810,7810,54670,1999,0,5976,0,0,0,0,0,1,446,Dodge_RAM
120,30,IN,250/500,500,956.69,0,FEMALE,Associate,priv-house-serv,movies,husband,39600,-64300,Single Vehicle Collision,Front Collision,Minor Damage,Other,NY,Hillsdale,20,1,,1,1,YES,87100,8710,8710,69680,2000,0,4588,1,0,0,0,0,0,438,Saab_92x
212,35,IN,500/1000,2000,1123.89,0,MALE,MD,priv-house-serv,video-games,unmarried,35400,-49200,Multi-vehicle Collision,Front Collision,Total Loss,Fire,NY,Columbus,0,3,,1,3,,50380,4580,4580,41220,1996,0,9033,1,0,1,0,0,0,468,Suburu_Forrestor
290,45,IL,100/300,500,1085.03,0,FEMALE,JD,sales,cross-fit,wife,0,-61000,Multi-vehicle Collision,Side Collision,Total Loss,Police,VA,Arlington,23,3,YES,2,2,NO,64800,12960,6480,45360,2014,1,6237,0,0,0,0,0,1,476,Audi_A3
299,42,OH,100/300,2000,1437.33,0,FEMALE,Associate,craft-repair,movies,wife,25000,0,Single Vehicle Collision,Rear Collision,Minor Damage,Other,SC,Columbus,13,1,YES,1,3,NO,70400,12800,12800,44800,2000,0,2410,0,0,0,0,0,0,450,BMW_3 Series
66,26,IL,250/500,1000,988.29,0,MALE,College,armed-forces,skydiving,own-child,0,0,Single Vehicle Collision,Rear Collision,Major Damage,Police,NY,Northbend,8,1,,2,2,YES,57860,0,10520,47340,2008,1,5925,1,0,0,0,0,0,476,Suburu_Impreza
334,47,IL,500/1000,500,1238.89,0,MALE,Masters,protective-serv,sleeping,other-relative,0,0,Vehicle Theft,,Minor Damage,UNKNOWN,WV,Northbend,3,1,,0,3,NO,6240,960,960,4320,2011,0,5000,1,1,0,0,0,0,600,Ford_Fusion
216,38,IN,100/300,1000,1384.64,5000000,FEMALE,Associate,tech-support,board-games,unmarried,0,0,Single Vehicle Collision,Rear Collision,Total Loss,Police,VA,Columbus,16,1,,2,3,NO,66600,16650,11100,38850,2012,1,220,1,0,0,0,0,1,600,Jeep_Grand Cherokee
86,28,IN,100/300,2000,1595.07,0,MALE,PhD,transport-moving,hiking,unmarried,75800,0,Single Vehicle Collision,Side Collision,Minor Damage,Police,VA,Hillsdale,19,1,YES,0,2,YES,70920,11820,11820,47280,2002,0,8586,0,0,0,0,0,0,439,Jeep_Wrangler
429,56,OH,250/500,1000,1127.89,6000000,MALE,Associate,machine-op-inspct,skydiving,own-child,67400,-43800,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,WV,Springfield,0,1,YES,2,0,YES,39480,6580,6580,26320,2002,0,5891,0,0,0,0,0,0,460,Suburu_Forrestor
257,43,IN,500/1000,2000,929.7,6000000,FEMALE,PhD,handlers-cleaners,base-jumping,husband,46400,-74300,Single Vehicle Collision,Front Collision,Total Loss,Other,VA,Arlington,12,1,,2,2,YES,63240,10540,5270,47430,2005,0,5809,1,0,0,0,0,0,618,Mercedes_E400
15,34,IL,100/300,1000,1829.63,0,MALE,JD,tech-support,cross-fit,not-in-family,56700,0,Multi-vehicle Collision,Side Collision,Total Loss,Other,SC,Arlington,21,3,YES,1,0,,67650,12300,6150,49200,2009,0,6305,0,0,1,0,0,0,452,Audi_A5
230,39,IL,100/300,1000,904.7,7000000,FEMALE,MD,craft-repair,bungie-jumping,unmarried,68600,-22300,Single Vehicle Collision,Front Collision,Major Damage,Fire,SC,Riverwood,0,1,,1,3,NO,74200,14840,14840,44520,2002,1,5559,1,0,0,0,0,1,454,Accura_TL
250,43,OH,500/1000,1000,1243.84,0,FEMALE,JD,tech-support,polo,own-child,47900,-73400,Single Vehicle Collision,Side Collision,Minor Damage,Other,VA,Columbus,22,1,YES,1,3,NO,64900,12980,12980,38940,2011,0,572,0,0,0,0,0,0,474,Volkswagen_Jetta
270,44,IL,500/1000,2000,1030.95,0,FEMALE,Associate,machine-op-inspct,paintball,other-relative,47200,0,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,NC,Northbend,20,3,,1,0,NO,35900,7180,3590,25130,2007,1,4231,1,0,0,0,0,1,435,Audi_A3
65,26,IN,100/300,500,1285.03,3000000,FEMALE,High School,craft-repair,camping,unmarried,0,-41500,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,VA,Riverwood,0,1,NO,1,3,,52200,5220,10440,36540,2011,0,3422,0,0,0,0,0,0,457,Honda_CRV
475,57,OH,100/300,500,1216.56,0,MALE,Masters,adm-clerical,skydiving,own-child,67400,-83200,Single Vehicle Collision,Front Collision,Minor Damage,Police,SC,Hillsdale,20,1,,0,2,NO,78000,6500,13000,58500,2000,0,7287,1,0,0,0,0,0,436,Suburu_Forrestor
77,27,IN,500/1000,2000,966.26,0,FEMALE,High School,adm-clerical,base-jumping,own-child,56400,-32800,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,NY,Springfield,1,3,YES,0,0,,67200,6720,6720,53760,1995,0,5784,0,0,0,0,1,0,471,Volkswagen_Passat
256,43,OH,100/300,500,1203.17,0,FEMALE,MD,prof-specialty,golf,unmarried,56700,-65600,Single Vehicle Collision,Rear Collision,Total Loss,Fire,WV,Hillsdale,11,1,NO,0,0,,63250,11500,5750,46000,1997,0,55,0,0,1,0,0,0,455,Nissan_Ultima
229,37,IL,250/500,2000,1212.12,0,FEMALE,MD,craft-repair,paintball,not-in-family,65600,0,Multi-vehicle Collision,Side Collision,Major Damage,Other,WV,Columbus,14,3,YES,1,1,YES,68760,11460,5730,51570,1995,0,6451,0,0,0,0,0,0,446,Ford_Fusion
110,28,OH,250/500,1000,1573.93,0,MALE,College,other-service,movies,other-relative,30400,0,Multi-vehicle Collision,Side Collision,Minor Damage,Police,NY,Springfield,20,3,YES,0,2,,65040,10840,10840,43360,2010,0,543,0,0,0,0,1,0,461,Suburu_Impreza
177,33,IL,100/300,1000,1609.67,0,MALE,College,adm-clerical,yachting,wife,0,-13200,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,SC,Springfield,22,1,,1,3,,82800,20700,13800,48300,2004,1,4404,1,0,1,0,0,0,470,Jeep_Grand Cherokee
292,44,OH,500/1000,500,1097.57,0,MALE,PhD,priv-house-serv,basketball,unmarried,0,0,Single Vehicle Collision,Side Collision,Total Loss,Other,SC,Columbus,12,1,NO,1,0,YES,61700,6170,6170,49360,2005,0,6574,0,0,0,0,0,0,462,Saab_93
451,61,IN,250/500,2000,1618.65,2000000,FEMALE,Associate,transport-moving,polo,unmarried,0,-42600,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,OH,Columbus,3,3,YES,2,1,YES,78100,15620,7810,54670,1997,1,6075,0,0,0,0,0,0,475,Chevrolet_Tahoe
61,24,IN,100/300,500,922.67,0,FEMALE,College,priv-house-serv,paintball,other-relative,47400,0,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,SC,Northbend,15,3,YES,2,1,,65520,9360,9360,46800,2011,1,6913,0,0,1,0,0,0,473,Toyota_Highlander
150,30,IN,100/300,1000,1342.02,0,MALE,MD,prof-specialty,polo,own-child,0,0,Parked Car,,Trivial Damage,UNKNOWN,VA,Arlington,8,1,YES,0,2,NO,4500,450,450,3600,1999,0,3755,0,1,0,0,0,0,608,Saab_93
283,41,OH,100/300,500,1195.01,0,FEMALE,Associate,sales,reading,own-child,60700,-54300,Multi-vehicle Collision,Side Collision,Major Damage,Other,WV,Northbend,13,3,NO,0,2,,42700,0,6100,36600,2011,1,805,0,0,1,0,1,0,476,Mercedes_ML350
291,46,OH,500/1000,1000,994.74,0,FEMALE,High School,adm-clerical,polo,own-child,0,-55300,Parked Car,,Minor Damage,Police,SC,Hillsdale,8,1,NO,2,2,YES,5580,620,620,4340,2005,1,3209,0,1,0,0,0,0,452,Volkswagen_Passat
162,31,IN,100/300,1000,1050.24,0,FEMALE,Masters,adm-clerical,chess,wife,30700,0,Parked Car,,Minor Damage,UNKNOWN,NC,Arlington,7,1,,0,0,NO,3600,360,720,2520,2013,1,3292,1,1,0,0,0,0,456,BMW_X5
154,36,IL,250/500,2000,1313.51,7000000,FEMALE,Masters,exec-managerial,dancing,own-child,68500,0,Vehicle Theft,,Trivial Damage,UNKNOWN,SC,Northbrook,9,1,,2,0,,2800,280,280,2240,2015,0,4066,1,1,0,0,0,0,600,Volkswagen_Passat
289,47,OH,500/1000,2000,1102.29,0,FEMALE,Associate,adm-clerical,hiking,own-child,73000,-37900,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,VA,Northbend,15,1,NO,1,0,YES,54000,6000,6000,42000,1996,0,5663,0,0,0,0,0,0,450,Toyota_Highlander
10,19,IN,250/500,1000,1185.78,0,FEMALE,JD,craft-repair,yachting,wife,0,-60700,Single Vehicle Collision,Side Collision,Minor Damage,Police,NC,Northbend,5,1,,0,2,,48950,4450,8900,35600,2011,1,180,1,0,0,0,0,0,478,Accura_TL
309,47,IL,500/1000,500,1527.95,0,MALE,PhD,exec-managerial,hiking,other-relative,69400,0,Multi-vehicle Collision,Rear Collision,Major Damage,Other,WV,Northbend,15,4,YES,0,1,,77800,15560,15560,46680,2002,0,1357,0,0,1,0,1,0,611,Dodge_RAM
396,57,IN,100/300,1000,1366.39,0,MALE,High School,protective-serv,exercise,other-relative,0,-22400,Multi-vehicle Collision,Front Collision,Major Damage,Other,NC,Columbus,22,3,YES,2,1,NO,52560,11680,5840,35040,1995,0,8146,0,0,0,0,0,1,438,Saab_93
273,41,OH,500/1000,1000,1403.9,0,FEMALE,PhD,farming-fishing,dancing,own-child,0,0,Multi-vehicle Collision,Side Collision,Total Loss,Police,VA,Riverwood,16,2,,1,2,YES,44110,4010,8020,32080,2015,0,1809,1,0,0,0,0,0,449,Honda_Accord
129,30,IL,500/1000,2000,927.23,0,FEMALE,PhD,sales,video-games,husband,51500,0,Single Vehicle Collision,Front Collision,Total Loss,Other,SC,Hillsdale,7,1,NO,1,3,,74360,13520,6760,54080,2009,0,2809,0,0,1,0,0,0,450,Suburu_Forrestor
140,31,OH,250/500,2000,1554.86,6000000,FEMALE,JD,armed-forces,base-jumping,wife,59000,0,Parked Car,,Minor Damage,UNKNOWN,WV,Arlington,2,1,YES,1,2,,6120,680,680,4760,2002,1,6500,0,1,0,0,0,0,608,Honda_Civic
419,53,IL,500/1000,2000,736.07,6000000,MALE,College,transport-moving,chess,unmarried,45700,0,Multi-vehicle Collision,Side Collision,Minor Damage,Police,SC,Northbend,17,4,,0,0,YES,62280,5190,10380,46710,2012,0,6216,1,0,0,0,1,0,445,Suburu_Forrestor
315,44,IL,250/500,1000,974.16,6000000,FEMALE,Masters,sales,reading,other-relative,0,-56800,Multi-vehicle Collision,Front Collision,Total Loss,Other,NY,Springfield,12,3,,1,0,YES,26730,4860,4860,17010,2006,0,7948,1,0,0,0,0,0,438,Volkswagen_Jetta
72,29,OH,500/1000,500,973.8,0,FEMALE,Associate,craft-repair,exercise,own-child,0,-85900,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,WV,Arlington,9,1,,1,0,NO,66200,6620,6620,52960,2013,0,7468,1,0,0,0,0,1,479,Dodge_Neon
32,26,OH,100/300,2000,1260.32,6000000,MALE,JD,other-service,polo,not-in-family,0,-79800,Single Vehicle Collision,Side Collision,Total Loss,Fire,VA,Northbrook,16,1,,1,2,,45500,9100,4550,31850,2009,0,106,1,0,1,0,0,0,460,Toyota_Corolla
230,41,IN,100/300,1000,1464.03,0,MALE,JD,transport-moving,sleeping,own-child,0,0,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,NY,Springfield,19,3,,2,0,,53040,4420,4420,44200,2006,0,8457,1,0,0,0,0,0,444,Audi_A3
157,32,OH,100/300,2000,617.11,0,MALE,College,other-service,reading,other-relative,0,-54100,Multi-vehicle Collision,Front Collision,Major Damage,Other,VA,Columbus,14,3,,1,2,NO,50800,10160,5080,35560,2013,1,1899,1,0,0,0,0,1,436,Mercedes_E400
265,41,IN,250/500,2000,1724.46,6000000,FEMALE,Associate,craft-repair,sleeping,own-child,81800,0,Multi-vehicle Collision,Side Collision,Total Loss,Police,SC,Northbend,18,3,,1,3,,44200,4420,4420,35360,2014,0,6315,1,0,1,0,0,0,432,Audi_A5
47,34,IL,500/1000,500,1161.31,0,FEMALE,PhD,exec-managerial,base-jumping,other-relative,64800,-24300,Single Vehicle Collision,Front Collision,Minor Damage,Police,SC,Springfield,23,1,YES,1,3,,62920,11440,5720,45760,2012,0,4025,0,0,0,0,0,0,617,Chevrolet_Malibu
113,29,OH,250/500,2000,1091.73,0,MALE,PhD,exec-managerial,golf,not-in-family,36100,-42300,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,NY,Springfield,15,3,,0,2,YES,49950,5550,5550,38850,2004,1,2561,1,0,0,0,1,0,601,Nissan_Ultima
289,46,IL,250/500,2000,1209.07,0,MALE,JD,armed-forces,chess,unmarried,0,0,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,NC,Arlington,18,1,YES,0,1,YES,56430,6270,6270,43890,1995,1,3925,0,0,0,0,0,0,604,BMW_3 Series
254,41,IL,250/500,2000,1241.04,0,FEMALE,Masters,protective-serv,board-games,own-child,0,0,Single Vehicle Collision,Front Collision,Minor Damage,Police,NY,Riverwood,16,1,NO,2,2,YES,100210,18220,18220,63770,2014,0,382,0,0,0,0,0,0,431,Audi_A5
115,30,OH,500/1000,500,1757.21,0,MALE,High School,prof-specialty,base-jumping,wife,46400,0,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,NY,Northbend,12,3,NO,1,0,YES,49140,5460,5460,38220,2007,0,5275,0,0,0,0,0,0,477,Ford_F150
236,38,OH,250/500,1000,802.24,0,FEMALE,College,other-service,paintball,not-in-family,0,-62500,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,WV,Northbrook,16,1,NO,0,1,,66840,16710,5570,44560,2014,0,8167,0,0,1,0,0,0,612,Mercedes_E400
